timestamp,name,lastTimeUsed,packageName,isSystemApp,startTime,endTime,isUpdatedSystemApp,totalTimeForeground
1557792154798,YouTube,1557735874689,com.google.android.youtube,True,1557705600000,1557791999999,True,1685001
1557792154798,ABC Logger,1557787849318,kaist.iclab.abclogger,False,1557705600000,1557791999999,False,186905
1557792154798,Polar Beat,1557767374851,fi.polar.beat,False,1557705600000,1557791999999,False,936945
1557792154798,연락처,1557762786375,com.android.contacts,True,1557705600000,1557791999999,False,1429760
1557792154798,메시지,1557732634974,com.android.mms,True,1557705600000,1557791999999,False,125945
1557792154798,Microsoft Band,1557787849318,com.microsoft.kapp,False,1557705600000,1557791999999,False,117852
1557792154798,Dropsync,1557775316689,com.ttxapps.dropsync,False,1557705600000,1557791999999,False,678266
1557792154798,갤러리,1557728188593,com.sec.android.gallery3d,True,1557705600000,1557791999999,False,58475
1557792154798,Samsung Music,1557729429000,com.sec.android.app.music,True,1557705600000,1557791999999,True,171341
1557792154798,전화,1557760695617,com.android.incallui,True,1557705600000,1557791999999,False,105290
1557792154798,프라이빗 모드,1557728233409,com.samsung.android.personalpage.service,True,1557705600000,1557791999999,False,3992
1557792154798,Paco,1557768783428,com.pacoapp.paco,False,1557705600000,1557791999999,False,413071
1557792154798,알람/시간,1557788000140,com.sec.android.app.clockpackage,True,1557705600000,1557791999999,False,55355
1557792154798,전화,1557760637737,com.android.server.telecom,True,1557705600000,1557791999999,False,318
1557792154798,Google Play 서비스,1557730905287,com.google.android.gms,True,1557705600000,1557791999999,True,13770
1557792154798,에브리타임,1557756370859,com.everytime.v2,False,1557705600000,1557791999999,False,152509
1557792154798,패키지 설치 프로그램,1557751517213,com.android.packageinstaller,True,1557705600000,1557791999999,False,13999
1557792154798,내 파일,1557729094663,com.sec.android.app.myfiles,True,1557705600000,1557791999999,False,217846
1557792154798,TouchWiz 홈,1557788001395,com.sec.android.app.launcher,True,1557705600000,1557791999999,False,6349162
1557792154798,삼성 인터넷,1557741046045,com.sec.android.app.sbrowser,True,1557705600000,1557791999999,True,680749
1557792154798,Clean Master,1557790890452,com.cleanmaster.mguard,False,1557705600000,1557791999999,False,1314082
1557792154798,Logger,1557756395274,iclab.kaist.ac.kr.msband_logger,False,1557705600000,1557791999999,False,1612034
1557792154798,설정,1557756392236,com.android.settings,True,1557705600000,1557791999999,False,288664
