timestamp,confidence,type
1557536443340,1.0,STILL
1557551445089,1.0,STILL
1557551445539,1.0,STILL
1557545607151,1.0,TILTING
1557554770962,0.91,ON_FOOT
1557554770962,0.91,WALKING
1557554770962,0.03,IN_VEHICLE
1557554770962,0.02,STILL
1557554770962,0.01,ON_BICYCLE
1557554770962,0.01,UNKNOWN
1557554791049,0.3,UNKNOWN
1557554791049,0.15,STILL
1557554791049,0.13,ON_BICYCLE
1557554791049,0.12,ON_FOOT
1557554791049,0.12,WALKING
1557554791049,0.11,IN_VEHICLE
1557554791049,0.08,RUNNING
1557554806147,0.3,UNKNOWN
1557554806147,0.18,STILL
1557554806147,0.13,IN_VEHICLE
1557554806147,0.13,ON_BICYCLE
1557554806147,0.09,ON_FOOT
1557554806147,0.09,WALKING
1557554806147,0.08,RUNNING
1557554821256,0.29,ON_FOOT
1557554821256,0.29,WALKING
1557554821256,0.2,STILL
1557554821256,0.17,UNKNOWN
1557554821256,0.14,IN_VEHICLE
1557554821256,0.07,ON_BICYCLE
1557554821256,0.04,RUNNING
1557554826431,0.27,STILL
1557554826431,0.21,UNKNOWN
1557554826431,0.15,IN_VEHICLE
1557554826431,0.11,ON_BICYCLE
1557554826431,0.11,ON_FOOT
1557554826431,0.11,WALKING
1557554826431,0.05,RUNNING
1557554860270,0.5,UNKNOWN
1557554860270,0.1,IN_VEHICLE
1557554860270,0.07,STILL
1557554860270,0.04,ON_FOOT
1557554860270,0.04,WALKING
1557554860270,0.03,ON_BICYCLE
1557554860270,0.01,RUNNING
1557554875426,0.4,UNKNOWN
1557554875426,0.1,IN_VEHICLE
1557554875426,0.1,ON_BICYCLE
1557554875426,0.1,ON_FOOT
1557554875426,0.1,STILL
1557554875426,0.1,WALKING
1557554875426,0.1,RUNNING
1557554891807,0.25,UNKNOWN
1557554891807,0.21,STILL
1557554891807,0.15,ON_BICYCLE
1557554891807,0.14,IN_VEHICLE
1557554891807,0.1,ON_FOOT
1557554891807,0.1,WALKING
1557554891807,0.06,RUNNING
1557554907978,0.28,ON_FOOT
