timestamp,name,lastTimeUsed,packageName,isSystemApp,startTime,endTime,isUpdatedSystemApp,totalTimeForeground
1556668809575,YouTube,1556646834648,com.google.android.youtube,True,1556629802587,1556652182677,True,194985
1556668809575,전화,1556640838023,com.samsung.android.incallui,True,1556629802587,1556640838023,False,377233
1556668809575,팝콘티비,1556646348600,com.social.media.pop.a,False,1556629802587,1556668412212,False,25588
1556668809575,음성 녹음,1556642371797,com.sec.android.app.voicenote,False,1556629802587,1556646788398,False,4677
1556668809575,게임런처,1556668904281,com.samsung.android.game.gamehome,True,1556629802587,1556668904281,True,14835
1556668809575,Google Play 스토어,1556635503676,com.android.vending,True,1556629802587,1556668904302,True,60399
1556668809575,네이버TV,1556634907011,com.nhn.android.naverplayer,False,1556629802587,1556668412312,False,40655
1556668809575,퓨처파이트,1556635956338,com.netmarble.mherosgb,False,1556629802587,1556639581879,False,297591
1556668809575,메시지,1556640445517,com.samsung.android.messaging,True,1556629802587,1556668834334,True,210607
1556668809575,Instagram,1556645512348,com.instagram.android,False,1556629802587,1556668422239,False,23641
1556668809575,알라미,1556666717178,droom.sleepIfUCan,False,1556629802587,1556666717178,False,40692
1556668809575,FIFA Mobile,1556668904389,com.ea.gp.fifamobile,False,1556629802587,1556668904389,False,1602793
1556668809575,Turbo VPN,1556643483265,free.vpn.unblock.proxy.turbovpn,False,1556629802587,1556650389924,False,18617
1556668809575,시계,1556639215747,com.sec.android.app.clockpackage,True,1556629802587,1556643194288,True,1340
1556668809575,Google Play 서비스,1556635629568,com.google.android.gms,True,1556629802587,1556669085410,True,3017
1556668809575,Samsung Experience 홈,1556668903296,com.sec.android.app.launcher,True,1556629802587,1556668903296,False,924020
1556668809575,배달의민족,1556640134446,com.sampleapp,False,1556629802587,1556645760217,False,834187
1556668809575,삼성 인터넷,1556668899242,com.sec.android.app.sbrowser,False,1556629802587,1556668899242,False,1001836
1556668809575,전화,1556640838197,com.samsung.android.dialer,True,1556629802587,1556640838197,True,83571
1556668809575,Facebook,1556668741289,com.facebook.katana,False,1556629802587,1556668905518,False,1879367
1556668809575,KAIST Library,1556643089248,kr.ac.libit.kaist,False,1556629802587,1556646788482,False,5566
1556668809575,밥대생,1556668173601,kr.ac.kaist.bab,False,1556629802587,1556668173601,False,15624
1556668809575,Messenger,1556668428622,com.facebook.orca,False,1556629802587,1556668905459,False,5492
1556668809575,Samsung Notes,1556639580118,com.samsung.android.app.notes,False,1556629802587,1556668412408,False,60878
1556668809575,카카오톡,1556668900144,com.kakao.talk,False,1556629802587,1556668900144,False,462944
1556668809575,LoL 프렌즈,1556642341561,com.riotgames.mobile.leagueconnect,False,1556629802587,1556646260482,False,35794
1556668809575,VpnDialogs,1556643484400,com.android.vpndialogs,True,1556629802587,1556650389925,False,879
1556668809575,Google Play 게임,1556635629267,com.google.android.play.games,False,1556629802587,1556639581934,False,5098
1556668809575,원터치개인,1556640745323,com.wooribank.pib.smart,False,1556629802587,1556646740779,False,7386
1556669109575,YouTube,1556646834648,com.google.android.youtube,True,1556629802587,1556652182677,True,194985
1556669109575,전화,1556640838023,com.samsung.android.incallui,True,1556629802587,1556640838023,False,377233
1556669109575,팝콘티비,1556646348600,com.social.media.pop.a,False,1556629802587,1556668412212,False,25588
1556669109575,음성 녹음,1556642371797,com.sec.android.app.voicenote,False,1556629802587,1556646788398,False,4677
1556669109575,게임런처,1556668904281,com.samsung.android.game.gamehome,True,1556629802587,1556668904281,True,14835
1556669109575,Google Play 스토어,1556635503676,com.android.vending,True,1556629802587,1556668904302,True,60399
1556669109575,네이버TV,1556634907011,com.nhn.android.naverplayer,False,1556629802587,1556668412312,False,40655
1556669109575,퓨처파이트,1556635956338,com.netmarble.mherosgb,False,1556629802587,1556639581879,False,297591
1556669109575,메시지,1556640445517,com.samsung.android.messaging,True,1556629802587,1556668834334,True,210607
1556669109575,Instagram,1556645512348,com.instagram.android,False,1556629802587,1556668422239,False,23641
